unit_id,time_cycles,sensor_3,sensor_4,sensor_7,sensor_9,sensor_11,sensor_12,sensor_17,sensor_20,sensor_21,RUL
1,24,1590.83,1398.81,553.49,9043.76,47.44,522.13,392,39.0,23.3696,169
1,25,1594.1,1399.39,554.0,9054.16,47.36,522.56,393,38.95,23.4288,168
1,26,1589.08,1396.07,554.11,9047.11,47.26,522.28,394,38.86,23.4149,167
1,27,1590.47,1401.84,554.07,9047.96,47.37,522.0,393,38.99,23.4472,166
1,28,1582.84,1399.13,554.68,9049.84,47.41,522.57,390,39.01,23.2841,165
1,29,1584.83,1400.99,554.25,9050.47,47.24,522.41,393,38.93,23.3597,164
1,30,1593.52,1396.08,554.37,9045.62,47.4,522.19,390,39.05,23.411,163
1,31,1584.18,1396.9,554.13,9058.78,47.41,521.95,392,38.94,23.3353,162
1,32,1591.38,1400.36,554.96,9050.97,47.25,521.92,392,39.02,23.4999,161
1,33,1588.4,1402.43,554.61,9047.13,47.28,521.91,392,38.83,23.3506,160
1,34,1581.47,1400.48,554.3,9046.46,47.47,521.7,392,38.81,23.3092,159
1,35,1590.0,1403.0,554.3,9045.76,47.31,521.75,391,39.13,23.4164,158
1,36,1581.72,1405.54,554.53,9044.56,47.25,522.32,392,38.86,23.4308,157
1,37,1579.11,1398.9,554.63,9055.44,47.29,522.29,392,38.99,23.4352,156
1,38,1589.6,1399.5,554.7,9055.27,47.27,522.42,392,39.06,23.4768,155
1,39,1583.21,1400.69,553.97,9051.76,47.12,522.23,392,38.7,23.3699,154
1,40,1582.08,1401.77,554.57,9052.98,47.33,521.84,392,38.84,23.3769,153
1,41,1591.31,1403.21,553.72,9048.99,47.09,522.07,392,39.13,23.4444,152
1,42,1584.66,1401.38,553.94,9057.06,47.49,522.23,392,39.0,23.375,151
1,43,1591.52,1406.05,553.68,9057.88,47.32,522.74,392,38.99,23.3148,150
1,44,1586.94,1401.2,554.15,9046.87,47.45,522.3,392,39.06,23.4753,149
1,45,1582.42,1399.16,553.83,9060.32,47.45,521.73,393,38.79,23.3943,148
1,46,1588.29,1401.27,553.76,9060.38,47.2,522.02,393,38.93,23.3745,147
1,47,1580.32,1402.89,554.38,9052.04,47.22,521.84,392,38.99,23.4873,146
1,48,1588.51,1399.16,554.02,9045.26,47.4,521.91,392,38.94,23.365,145
1,49,1584.35,1397.76,554.23,9050.64,47.22,521.37,392,39.06,23.4498,144
1,50,1588.49,1403.62,553.92,9048.6,47.47,522.33,392,38.85,23.4106,143
1,51,1585.54,1400.42,553.73,9047.09,47.12,521.91,393,38.94,23.3651,142
1,52,1583.77,1395.57,553.04,9056.01,47.07,522.1,391,39.0,23.3388,141
1,53,1579.82,1402.26,554.16,9051.15,47.29,521.96,392,38.9,23.3775,140
1,54,1592.59,1401.2,553.95,9056.29,47.38,522.44,392,38.96,23.2348,139
1,55,1584.95,1401.58,554.45,9048.94,47.4,522.11,392,39.06,23.3567,138
1,56,1586.33,1400.76,553.98,9042.42,47.26,522.48,391,38.68,23.3408,137
1,57,1583.67,1402.79,553.42,9050.8,47.29,521.62,392,38.84,23.3567,136
1,58,1590.46,1397.99,554.14,9050.33,47.26,522.21,390,38.93,23.2893,135
1,59,1596.72,1403.51,554.62,9050.06,47.26,521.32,392,38.92,23.4444,134
1,60,1582.75,1403.07,554.0,9051.69,47.41,522.49,393,38.89,23.387,133
1,61,1583.55,1405.52,554.09,9050.58,47.31,522.34,391,38.89,23.3638,132
1,62,1581.59,1399.54,554.45,9053.62,47.28,522.19,391,39.03,23.2707,131
1,63,1592.14,1395.38,553.48,9049.96,47.51,521.56,394,38.77,23.3436,130
1,64,1584.51,1400.11,553.88,9043.67,47.45,521.82,391,38.93,23.384,129
1,65,1584.72,1403.24,553.97,9044.01,47.56,521.54,392,38.9,23.3752,128
1,66,1588.5,1399.52,554.0,9059.45,47.14,521.76,391,38.95,23.3152,127
1,67,1590.22,1403.02,554.31,9050.24,47.39,522.64,393,38.97,23.291,126
1,68,1582.06,1404.42,554.04,9051.78,47.36,521.72,392,38.95,23.3174,125
1,69,1590.7,1401.24,554.65,9050.59,47.41,522.22,392,39.0,23.3742,124
1,70,1584.02,1402.78,554.01,9053.43,47.41,521.93,392,38.86,23.4513,123
1,71,1580.41,1403.09,554.06,9046.09,47.3,521.72,391,38.8,23.3881,122
1,72,1579.25,1406.81,553.76,9054.42,47.27,521.97,391,38.84,23.3085,121
1,73,1592.04,1397.93,553.88,9049.64,47.29,522.04,391,39.03,23.3975,120
1,74,1584.65,1401.48,554.03,9045.85,47.58,522.25,392,38.8,23.382,119
1,75,1582.32,1394.82,553.6,9042.32,47.22,521.77,392,38.89,23.3521,118
1,76,1589.21,1398.94,553.66,9056.55,47.44,521.58,390,39.02,23.4428,117
1,77,1586.3,1400.97,554.61,9046.44,47.41,521.6,393,38.99,23.275,116
1,78,1580.76,1404.1,553.47,9042.37,47.4,522.28,392,38.88,23.3486,115
1,79,1582.46,1403.93,553.77,9047.86,47.35,521.85,394,38.9,23.3121,114
1,80,1591.96,1393.58,553.91,9043.67,47.64,521.52,392,38.89,23.3613,113
1,81,1584.82,1402.04,553.88,9045.31,47.43,521.66,392,38.77,23.373,112
1,82,1589.07,1399.17,554.18,9048.22,47.25,521.95,393,38.89,23.2713,111
1,83,1588.05,1406.38,553.49,9049.08,47.22,521.93,391,38.8,23.3274,110
1,84,1585.52,1406.6,553.91,9050.47,47.38,521.54,392,38.73,23.2653,109
1,85,1590.12,1405.96,554.4,9056.08,47.36,522.3,392,39.01,23.284,108
1,86,1588.8,1403.56,553.69,9047.26,47.38,521.82,394,38.94,23.3945,107
1,87,1586.69,1413.1,554.1,9050.52,47.34,521.43,391,38.88,23.3402,106
1,88,1581.29,1406.09,554.48,9046.73,47.46,522.2,392,38.9,23.3086,105
1,89,1584.73,1402.22,553.91,9055.24,47.46,521.55,392,38.95,23.3288,104
1,90,1584.38,1412.93,552.88,9051.27,47.32,521.49,391,38.98,23.4712,103
1,91,1584.84,1404.76,553.54,9050.72,47.32,521.55,394,39.11,23.3842,102
1,92,1590.03,1400.77,553.81,9048.36,47.45,521.91,392,38.99,23.3522,101
1,93,1593.74,1408.48,554.07,9047.87,47.46,521.43,392,38.86,23.2477,100
1,94,1583.27,1404.94,553.86,9045.83,47.48,521.61,393,38.85,23.3758,99
1,95,1577.6,1410.1,553.91,9048.85,47.38,521.92,394,38.76,23.3269,98
1,96,1584.07,1395.16,553.34,9048.71,47.39,521.66,392,38.88,23.3255,97
1,97,1595.77,1407.81,553.4,9046.1,47.46,521.67,392,39.01,23.2963,96
1,98,1591.11,1404.56,552.75,9045.49,47.37,522.31,391,38.96,23.2554,95
1,99,1592.73,1406.13,553.76,9045.14,47.4,521.42,393,38.82,23.2323,94
1,100,1589.63,1411.35,554.22,9045.72,47.64,521.55,392,38.93,23.409,93
1,101,1584.18,1403.41,553.37,9052.3,47.62,521.89,391,38.75,23.4149,92
1,102,1589.11,1403.42,553.42,9051.36,47.49,521.38,393,38.94,23.3653,91
1,103,1581.27,1403.21,553.64,9053.28,47.57,521.41,392,38.69,23.4289,90
1,104,1590.63,1406.25,553.66,9044.73,47.34,522.38,392,38.96,23.3393,89
1,105,1588.28,1403.22,553.11,9048.36,47.31,521.81,393,38.77,23.3857,88
1,106,1589.05,1404.45,553.6,9049.82,47.44,521.51,392,39.08,23.4148,87
1,107,1595.13,1407.73,553.74,9048.68,47.35,521.75,396,39.01,23.4086,86
1,108,1585.91,1399.47,554.43,9047.03,47.61,521.52,393,38.75,23.3032,85
1,109,1586.45,1409.1,553.59,9051.13,47.58,521.62,394,39.05,23.3561,84
1,110,1590.01,1401.27,554.08,9051.4,47.55,522.01,393,39.06,23.2951,83
1,111,1584.38,1408.11,553.49,9051.64,47.62,521.53,392,38.92,23.2135,82
1,112,1586.46,1401.84,553.19,9051.28,47.22,521.9,394,38.84,23.3207,81
1,113,1590.85,1406.59,552.91,9053.15,47.46,521.75,393,38.9,23.3101,80
1,114,1588.42,1402.97,554.29,9046.58,47.58,521.68,394,38.89,23.3754,79
1,115,1594.84,1406.6,554.13,9050.37,47.43,521.36,393,38.93,23.3022,78
1,116,1580.31,1401.99,554.4,9049.71,47.43,521.6,394,39.03,23.3512,77
1,117,1589.77,1409.35,554.59,9049.61,47.52,521.22,391,38.73,23.1766,76
1,118,1585.67,1409.34,554.25,9051.12,47.55,521.31,393,38.88,23.2966,75
1,119,1596.8,1404.46,553.77,9045.89,47.55,521.46,394,39.01,23.3188,74
1,120,1593.78,1407.68,553.66,9048.72,47.6,521.34,393,38.81,23.3061,73
1,121,1593.56,1411.9,553.7,9040.97,47.44,521.3,394,38.63,23.422,72
1,122,1593.68,1413.97,553.43,9042.39,47.6,520.92,393,38.86,23.2793,71
1,123,1586.66,1403.04,552.64,9049.44,47.41,521.6,392,38.9,23.292,70
1,124,1587.14,1402.28,552.26,9053.03,47.55,521.4,393,38.8,23.2341,69
1,125,1585.47,1406.42,552.44,9046.16,47.63,521.57,394,38.68,23.3039,68
1,126,1582.64,1418.5,553.72,9049.11,47.49,521.35,392,38.85,23.2289,67
1,127,1586.9,1399.49,553.81,9047.9,47.63,521.34,393,38.91,23.2772,66
1,128,1593.87,1407.06,552.74,9056.59,47.62,521.96,393,38.85,23.2641,65
1,129,1591.33,1408.42,552.42,9046.08,47.61,522.02,393,38.84,23.2656,64
1,130,1585.9,1412.25,552.66,9042.97,47.46,521.49,394,38.71,23.3461,63
1,131,1585.78,1413.25,553.7,9045.1,47.7,521.45,391,38.73,23.3435,62
1,132,1596.06,1405.76,553.16,9044.04,47.56,521.64,393,38.53,23.3186,61
1,133,1592.64,1410.11,553.82,9050.95,47.57,521.23,394,38.95,23.2521,60
1,134,1583.62,1402.67,553.2,9046.16,47.75,521.52,393,38.68,23.2833,59
1,135,1585.55,1406.83,553.09,9050.65,47.34,520.99,392,38.85,23.2744,58
1,136,1584.72,1404.39,554.18,9040.89,47.43,521.54,393,38.76,23.1699,57
1,137,1594.69,1405.15,553.39,9040.55,47.89,521.63,394,38.87,23.2593,56
1,138,1589.82,1413.34,552.91,9049.64,47.4,521.57,392,39.0,23.3664,55
1,139,1592.28,1412.6,553.25,9044.81,47.67,521.03,394,38.88,23.3422,54
1,140,1590.89,1408.36,552.15,9055.85,47.51,521.27,393,38.82,23.3704,53
1,141,1590.02,1415.25,553.45,9050.86,47.49,521.06,394,39.02,23.2382,52
1,142,1595.29,1413.42,553.11,9046.61,47.59,520.44,392,38.71,23.2816,51
1,143,1593.1,1404.21,553.62,9050.63,47.52,520.98,393,38.79,23.2305,50
1,144,1591.89,1405.76,553.77,9049.33,47.57,521.11,393,38.75,23.2249,49
1,145,1594.92,1409.63,553.03,9046.92,47.54,521.13,395,38.67,23.149,48
1,146,1586.75,1408.82,552.6,9045.99,47.63,521.13,392,38.69,23.3233,47
1,147,1594.85,1409.96,553.09,9041.24,47.8,520.92,393,38.77,23.2684,46
1,148,1590.03,1411.89,552.84,9040.93,47.49,521.08,392,38.77,23.2498,45
1,149,1592.78,1410.7,552.54,9057.24,47.83,521.13,394,38.77,23.2565,44
1,150,1589.01,1409.22,553.57,9044.76,47.6,520.5,394,38.68,23.2082,43
1,151,1592.39,1411.94,552.41,9048.12,47.58,520.94,394,38.56,23.2277,42
1,152,1598.6,1420.83,552.62,9043.9,47.72,520.39,395,38.77,23.2369,41
1,153,1589.17,1414.56,552.68,9049.43,47.74,520.69,393,38.78,23.1719,40
1,154,1597.03,1416.07,552.57,9049.08,47.73,520.72,394,38.82,23.2366,39
1,155,1590.4,1414.89,552.89,9049.56,47.61,521.23,394,38.68,23.2749,38
1,156,1585.61,1421.23,553.24,9044.21,47.58,520.75,395,38.77,23.2791,37
1,157,1598.04,1412.47,552.32,9053.12,47.72,520.94,392,38.67,23.2354,36
1,158,1596.82,1410.09,553.19,9049.22,47.68,520.88,394,38.75,23.2894,35
1,159,1589.54,1420.37,552.18,9048.06,47.76,520.65,394,38.76,23.253,34
1,160,1590.65,1418.08,551.87,9045.42,47.84,520.47,396,38.52,23.2817,33
1,161,1594.2,1417.31,552.8,9048.06,47.77,520.47,394,38.66,23.2962,32
1,162,1592.22,1423.48,552.68,9044.45,47.79,520.44,394,38.78,23.1538,31
1,163,1600.54,1421.09,552.41,9049.24,47.89,520.3,393,38.65,23.1419,30
1,164,1598.96,1416.76,551.9,9048.92,47.7,520.63,394,38.62,23.1761,29
1,165,1597.03,1408.09,552.79,9039.09,47.89,520.69,393,38.59,23.2129,28
1,166,1596.72,1422.37,552.13,9043.11,47.86,520.02,395,38.62,23.145,27
1,167,1593.83,1414.72,552.57,9042.05,47.85,520.49,394,38.77,23.3011,26
1,168,1591.19,1415.7,552.09,9036.35,47.84,520.78,393,38.76,23.277,25
1,169,1590.16,1418.05,552.71,9055.18,47.88,520.44,394,38.58,23.187,24
1,170,1592.71,1417.41,552.02,9044.03,47.86,520.23,395,38.66,23.1615,23
1,171,1592.06,1414.99,552.71,9042.12,48.03,519.85,395,38.68,23.2444,22
1,172,1591.71,1413.73,551.69,9039.1,48.07,520.54,393,38.65,23.1585,21
1,173,1590.69,1425.27,552.13,9048.82,47.9,520.11,395,38.59,23.1789,20
1,174,1599.81,1422.58,552.32,9041.25,48.0,520.22,393,38.57,23.0357,19
1,175,1603.29,1422.52,551.64,9042.66,47.86,520.38,394,38.58,23.1573,18
1,176,1592.27,1422.73,551.91,9045.74,47.84,519.8,394,38.72,23.2491,17
1,177,1602.02,1423.99,551.93,9046.2,48.03,520.24,396,38.63,23.1673,16
1,178,1605.33,1424.65,552.18,9046.17,48.0,520.2,395,38.65,23.177,15
1,179,1592.56,1429.45,551.57,9044.23,48.02,520.38,395,38.77,23.1888,14
1,180,1599.87,1417.14,552.91,9039.33,47.85,519.84,395,38.86,23.007,13
1,181,1596.71,1420.64,551.83,9038.29,48.1,520.43,397,38.34,23.1652,12
1,182,1602.08,1426.62,551.9,9041.23,47.98,520.46,397,38.43,23.1787,11
1,183,1597.23,1419.03,551.38,9040.94,48.03,520.05,396,38.56,23.1302,10
1,184,1605.44,1432.52,551.0,9047.91,48.07,519.77,395,38.43,23.0146,9
1,185,1603.46,1424.4,551.64,9043.71,48.15,519.82,395,38.51,23.07,8
1,186,1595.16,1426.3,552.57,9051.37,48.12,520.08,397,38.47,23.0564,7
1,187,1592.1,1427.27,551.08,9037.71,48.23,519.53,396,38.42,23.0822,6
1,188,1602.38,1422.78,551.94,9037.91,48.0,519.79,396,38.51,22.9588,5
1,189,1596.17,1428.01,550.7,9044.55,48.08,519.58,395,38.48,23.1127,4
1,190,1599.22,1425.95,551.29,9040.58,48.33,520.04,398,38.49,23.0675,3
1,191,1602.36,1425.77,550.92,9042.76,48.15,519.57,394,38.45,23.1295,2
1,192,1601.41,1427.2,551.25,9033.22,48.25,520.08,396,38.48,22.9649,1
2,1,1583.84,1391.28,554.53,9054.72,46.93,522.33,391,38.94,23.4585,287
2,2,1587.05,1393.13,554.77,9051.31,47.24,522.7,392,39.06,23.4085,286
2,3,1588.32,1398.96,555.14,9054.24,47.22,522.58,391,39.11,23.425,285
2,4,1584.15,1396.08,554.25,9058.01,47.1,522.49,391,39.13,23.5027,284
2,5,1579.03,1402.52,555.12,9058.15,47.25,522.27,390,39.18,23.4234,283
2,6,1577.5,1396.76,554.98,9054.07,47.05,522.8,392,39.15,23.427,282
2,7,1587.49,1400.65,554.84,9052.67,47.1,522.14,391,39.1,23.4718,281
2,8,1590.41,1395.39,554.65,9055.82,47.2,522.77,391,39.11,23.4381,280
2,9,1581.99,1395.01,554.69,9051.67,47.14,522.4,390,39.06,23.4875,279
2,10,1586.37,1394.86,554.63,9058.88,47.21,521.99,391,39.2,23.6005,278
2,11,1589.21,1401.29,554.7,9053.21,47.21,522.2,392,39.23,23.3888,277
2,12,1579.99,1401.9,554.57,9047.89,47.13,521.94,392,39.12,23.4201,276
2,13,1586.77,1401.53,554.69,9053.63,47.03,522.33,391,38.88,23.4317,275
2,14,1584.04,1395.46,554.47,9047.3,47.12,523.07,391,38.93,23.4074,274
2,15,1579.84,1402.11,554.17,9049.82,47.17,521.96,393,38.94,23.4311,273
2,16,1581.99,1393.46,554.53,9051.79,47.24,522.49,392,39.01,23.4462,272
2,17,1583.58,1390.27,553.62,9052.05,47.13,522.71,391,39.04,23.5245,271
2,18,1588.43,1400.25,554.83,9051.35,47.22,522.92,391,39.0,23.4203,270
2,19,1576.84,1401.77,555.25,9055.07,47.14,522.38,392,39.1,23.4102,269
2,20,1582.94,1394.38,554.64,9050.27,47.14,522.54,391,39.02,23.3821,268
2,21,1579.51,1392.28,554.72,9055.29,47.04,522.58,391,39.24,23.5014,267
2,22,1580.18,1397.67,554.35,9053.31,47.17,521.73,391,38.98,23.4241,266
2,23,1580.89,1387.5,554.69,9051.43,47.21,522.26,393,39.1,23.2867,265
2,24,1580.97,1398.67,553.5,9052.35,47.15,522.25,391,39.18,23.3981,264
2,25,1585.38,1396.62,554.14,9055.28,47.19,522.31,391,38.99,23.4883,263
2,26,1575.38,1392.3,554.03,9050.81,47.12,522.8,391,38.96,23.4691,262
2,27,1585.44,1402.31,555.16,9058.01,47.03,522.11,392,38.96,23.4275,261
2,28,1581.6,1397.45,554.77,9053.78,46.99,522.68,390,38.95,23.4395,260
2,29,1583.78,1398.08,554.75,9055.84,47.11,522.26,390,38.97,23.4249,259
2,30,1590.32,1395.07,554.62,9050.8,47.2,522.43,391,39.1,23.3985,258
2,31,1579.86,1390.94,554.8,9049.93,47.05,522.17,391,39.17,23.4154,257
2,32,1584.52,1391.11,554.56,9045.87,47.12,522.54,390,38.97,23.4006,256
2,33,1585.17,1396.15,553.62,9051.18,47.09,522.26,392,39.01,23.4434,255
2,34,1584.08,1394.24,555.09,9059.29,47.22,522.64,390,38.87,23.4571,254
2,35,1575.73,1392.55,554.73,9057.34,47.25,522.0,394,39.06,23.5283,253
2,36,1581.56,1397.13,554.59,9055.79,47.21,522.32,391,39.12,23.3881,252
2,37,1585.63,1396.29,555.01,9058.16,47.16,522.69,391,39.08,23.4047,251
2,38,1585.15,1397.75,554.21,9055.35,47.22,522.13,390,39.09,23.4191,250
2,39,1585.69,1391.49,554.05,9061.16,47.2,522.79,391,39.02,23.4489,249
2,40,1582.69,1398.38,554.07,9046.96,47.22,522.3,391,38.84,23.4402,248
2,41,1578.97,1398.74,554.34,9053.6,47.26,522.22,392,38.94,23.3071,247
2,42,1579.21,1392.13,553.98,9046.36,47.14,522.87,392,39.08,23.4631,246
2,43,1580.59,1391.6,554.14,9053.65,47.08,522.9,392,38.92,23.4966,245
2,44,1584.33,1398.69,554.16,9057.05,47.22,522.77,392,39.03,23.4546,244
2,45,1586.41,1397.6,554.2,9060.38,47.17,522.27,390,38.99,23.4284,243
2,46,1575.45,1392.6,554.54,9053.33,47.19,522.08,390,38.93,23.5041,242
2,47,1583.85,1396.46,554.96,9046.52,47.03,522.73,391,38.89,23.3447,241
2,48,1586.71,1397.95,554.67,9057.73,47.18,522.41,392,39.23,23.4336,240
2,49,1583.86,1396.5,554.04,9049.11,47.18,522.83,390,39.17,23.4871,239
2,50,1577.86,1399.78,554.73,9051.65,47.16,522.16,391,39.1,23.353,238
2,51,1585.34,1393.06,555.02,9055.92,47.03,522.34,392,38.9,23.3239,237
2,52,1588.48,1401.66,554.76,9056.25,47.09,522.58,392,39.08,23.3668,236
2,53,1584.9,1397.09,554.33,9051.78,46.98,522.73,391,38.95,23.5307,235
2,54,1583.46,1405.33,554.42,9046.85,47.1,522.48,392,39.13,23.3626,234
2,55,1585.59,1387.16,554.54,9044.62,47.18,522.7,392,39.11,23.3779,233
2,56,1587.04,1388.97,554.72,9052.27,47.03,522.1,391,39.1,23.3796,232
2,57,1584.13,1389.62,553.87,9052.86,47.17,521.98,391,39.23,23.4544,231
2,58,1582.93,1389.91,554.46,9047.75,47.3,522.24,391,39.15,23.3861,230
2,59,1584.24,1397.95,554.6,9053.2,47.17,522.78,391,39.04,23.4347,229
2,60,1584.57,1396.84,554.06,9057.57,47.12,521.93,393,39.11,23.3928,228
2,61,1585.45,1399.71,555.08,9057.02,47.09,522.69,391,39.04,23.2745,227
2,62,1577.87,1401.66,554.52,9048.8,47.27,521.78,391,39.23,23.4442,226
2,63,1575.83,1395.05,554.63,9061.57,47.17,522.15,392,38.98,23.325,225
2,64,1581.65,1401.46,554.93,9048.35,47.11,522.18,391,39.07,23.398,224
2,65,1582.59,1395.4,554.28,9057.07,47.34,522.52,391,38.92,23.3455,223
2,66,1584.6,1394.01,554.11,9054.62,47.17,522.65,392,39.0,23.426,222
2,67,1587.63,1395.44,554.99,9048.97,46.96,522.58,393,39.02,23.3933,221
2,68,1577.16,1399.27,554.07,9054.61,47.16,522.2,392,38.97,23.4076,220
2,69,1586.47,1399.73,554.35,9049.25,47.33,522.21,392,39.09,23.3783,219
2,70,1593.24,1397.3,554.47,9049.78,47.26,522.17,392,39.06,23.3894,218
2,71,1586.68,1403.09,555.01,9053.44,47.24,522.02,392,38.92,23.317,217
2,72,1583.11,1393.85,554.54,9057.61,47.19,522.4,392,39.12,23.4393,216
2,73,1586.57,1400.98,554.41,9057.35,47.15,522.95,390,38.94,23.4567,215
2,74,1584.04,1396.13,555.36,9060.56,47.25,521.97,391,39.07,23.4015,214
2,75,1578.27,1390.64,555.45,9053.52,47.09,522.54,392,38.99,23.421,213
2,76,1586.91,1399.66,554.05,9052.13,46.99,522.08,392,38.88,23.4591,212
2,77,1588.54,1395.38,554.06,9052.12,46.95,522.36,392,39.01,23.4969,211
2,78,1587.2,1394.24,554.83,9058.82,47.12,522.57,391,38.96,23.5367,210
2,79,1585.59,1398.51,554.19,9057.44,47.23,522.26,390,39.15,23.2873,209
2,80,1588.33,1394.0,554.94,9056.41,47.2,523.26,391,38.95,23.4198,208
2,81,1578.31,1390.12,555.25,9053.0,47.25,522.62,391,39.08,23.4685,207
2,82,1587.24,1402.78,554.17,9055.28,47.19,522.3,391,39.17,23.4491,206
2,83,1585.18,1398.81,554.18,9047.88,47.13,523.13,390,39.0,23.4056,205
2,84,1586.46,1402.26,554.86,9050.39,47.29,522.75,392,38.95,23.4055,204
2,85,1588.31,1398.33,554.5,9049.41,47.19,522.63,391,39.13,23.4072,203
2,86,1579.31,1399.12,554.51,9050.83,47.27,522.26,391,38.87,23.4982,202
2,87,1582.64,1399.51,554.77,9056.36,47.26,522.59,393,39.1,23.2916,201
2,88,1587.88,1398.17,554.71,9056.67,47.04,522.62,391,39.06,23.4173,200
2,89,1584.62,1394.07,554.18,9054.7,47.18,522.42,393,39.18,23.4148,199
2,90,1580.77,1405.34,554.1,9053.58,47.21,522.04,390,38.9,23.4878,198
2,91,1583.57,1399.47,553.79,9045.94,47.15,522.48,391,39.1,23.3972,197
2,92,1584.87,1399.17,554.28,9050.92,47.13,522.45,392,38.81,23.2772,196
2,93,1591.68,1392.48,553.92,9049.14,47.24,522.52,391,38.94,23.3075,195
2,94,1585.62,1395.39,554.53,9054.99,47.38,522.74,392,39.15,23.4165,194
2,95,1579.26,1402.79,553.99,9048.27,47.06,522.37,392,38.98,23.4318,193
2,96,1576.94,1399.59,554.4,9059.0,47.07,521.66,392,38.92,23.3285,192
2,97,1586.12,1400.5,554.42,9056.26,47.19,522.22,391,39.06,23.3578,191
2,98,1587.84,1401.08,554.57,9056.94,47.21,522.92,391,39.08,23.5011,190
2,99,1585.48,1400.97,554.43,9054.46,47.13,522.5,393,39.15,23.3414,189
2,100,1586.01,1402.72,554.48,9056.18,47.21,522.01,390,38.85,23.331,188
2,101,1582.66,1397.81,555.07,9051.47,47.37,522.4,392,38.93,23.4257,187
2,102,1590.24,1407.05,554.44,9052.38,47.19,522.05,391,38.92,23.3453,186
2,103,1587.75,1392.16,554.44,9050.8,47.23,522.36,392,39.12,23.4403,185
2,104,1582.04,1397.31,554.91,9055.21,47.26,522.18,390,39.03,23.4053,184
2,105,1585.65,1397.45,554.81,9058.39,47.32,522.11,392,39.0,23.3467,183
2,106,1584.61,1402.62,553.96,9061.94,47.32,522.11,393,39.09,23.4154,182
2,107,1581.7,1402.93,554.21,9058.97,47.16,522.34,393,39.13,23.5191,181
2,108,1578.45,1396.25,554.29,9056.31,47.23,522.27,391,38.75,23.4441,180
2,109,1590.41,1392.9,553.72,9053.21,47.28,522.0,391,39.1,23.3497,179
2,110,1583.3,1398.47,554.5,9053.81,47.31,522.27,391,39.06,23.3997,178
2,111,1576.85,1393.76,554.42,9062.68,47.18,522.32,392,39.16,23.4703,177
2,112,1588.35,1397.2,554.33,9063.33,47.37,522.23,392,39.06,23.3444,176
2,113,1584.21,1404.74,554.07,9049.1,47.23,522.1,391,39.12,23.5029,175
2,114,1576.56,1397.05,555.1,9055.66,47.19,522.13,391,39.06,23.3784,174
2,115,1583.27,1401.33,554.37,9055.06,47.14,522.1,390,38.89,23.313,173
2,116,1577.87,1398.39,554.45,9053.87,47.01,522.48,391,38.96,23.4542,172
2,117,1583.84,1395.4,554.6,9056.45,47.23,522.39,392,39.05,23.432,171
2,118,1580.49,1400.99,553.96,9055.61,47.11,522.23,392,39.04,23.2912,170
2,119,1585.06,1401.87,554.32,9054.52,47.24,522.21,392,38.74,23.3731,169
2,120,1589.61,1394.39,554.42,9056.54,47.22,521.62,391,39.18,23.4077,168
2,121,1580.19,1391.52,554.51,9053.67,47.28,522.31,392,39.09,23.3381,167
2,122,1585.52,1405.27,553.82,9051.03,47.23,521.96,392,38.88,23.3284,166
2,123,1588.59,1403.23,554.31,9056.3,47.21,522.14,391,38.86,23.4492,165
